site_id,EC_value_fin,area_sqkm,CaO_mean,MgO_mean,S_mean,HC_mean,precip_mean,water_capability,Bulk_mean,OC_mean,soil_ero_mean,soil_permeability,soil_depth,EVI_mean,temperature
133,170.8,44.308637,7.9976256163,2.6615130579,0.4969622631,-1.9742679278,1232.19857723,42.2990185992,1.4122726917,1.5579545986,0.0355908923,-7.6856725146,4.9522240527,0.3112719198,6.818557925
134,210.4117647059,53.537176,8.0379453696,2.6409433155,0.5044222046,-1.9947135654,1219.53188974,44.1316011304,1.4125454187,1.573636417,0.0359080813,-7.7165450122,5.140625,0.3166601821,6.954012362
135,246.4705882353,21.509673,8.0899437476,2.5771549922,0.5129418882,-1.9798883204,1187.7083252,45.9226758752,1.4133332968,1.608333389,0.0354708676,-7.8855421687,4.9753289474,0.3322490313,7.202083282
136,334.625,96.053706,6.5421443467,2.1968430076,0.4044182964,-1.6543517051,1189.97431404,45.164209001,1.4127834691,1.5964949008,0.0369878518,-6.8483935743,5.0570397112,0.3277235781,7.277807674
137,223.2962962963,45.318654,5.460851283,1.9286811377,0.3301113157,-1.3861921512,1194.19259169,41.6628956155,1.4122221867,1.5555556085,0.036146727,-6.8719772404,4.9375951294,0.3235134829,7.069197574
138,184.1428571429,24.532837,3.8165867149,1.5316294547,0.2083946025,-0.9765429994,1216.44697155,40.8628003303,1.4126086598,1.5739130974,0.035044119,-6.5771276596,4.9458689459,0.3071444165,6.839015163
139,147.7777777778,2.476515,6.3232257289,2.1041936259,0.4307474862,-1.6013927498,1295.41666667,39.5750007629,1.4199999571,1.9250000715,0.0341911688,-7.3846153846,5,0.2819962502,6.648148091
140,248.7368421053,10.400109,8.2711968035,2.5629537759,0.5291310356,-2.105024782,1172.9861084,44.9997389846,1.4118181467,1.5363636884,0.0381916321,-7.8518518519,4.954248366,0.3539122906,7.270277862
141,257.1764705882,2.560422,4.3258365305,1.6469261155,0.2831036752,-1.0814377104,1133.402771,46.0641794707,1.4199999571,1.9250000715,0.0395759441,-6.75,4.7236842105,0.3889845759,7.306944656
142,298.8571428571,12.407621,6.7696620233,2.2070555956,0.4382521208,-1.7089232736,1094.72727273,54.180184586,1.4146153468,1.9307693151,0.0407163804,-6.7015706806,5.4590163934,0.3948911365,7.631818181
143,242.2777777778,13.85408,3.1509320548,1.3797254603,0.1641532613,-0.7521902728,1247.42776693,63.1388973495,1.4061538164,1.4153846594,0.0381466534,-5.9651162791,6.0360576923,0.3227954665,7.475370279
144,200,16.217258,8.0018225556,2.4884791685,0.5124751734,-2.0383606076,1235.90625,41.5593220789,1.4122221867,1.5555556085,0.0365890623,-6.9206349206,4.9155844156,0.3003030489,6.672916531
145,167.125,10.470867,5.2577777174,1.8602778382,0.304385666,-1.3240381595,1212.44444444,48.6733460245,1.4077777465,1.3611111509,0.0366483292,-7.1975308642,5.2960526316,0.3119880135,6.816666497
146,199.2307692308,43.687473,7.1183515829,2.2866323686,0.4455939985,-1.8171596575,1223.41336205,53.6953914125,1.4099999666,1.4602273188,0.0363987621,-6.8407079646,5.6629570747,0.3065703485,6.831415258
147,242.5,16.662467,7.9259529934,2.4712688944,0.5198024833,-2.0220229732,1246.1573961,44.7119864802,1.4111110767,1.5194444921,0.0363585962,-7.7230769231,4.9578313253,0.3240980516,6.77160494
148,228.5714285714,76.825807,7.4030845525,2.3525878071,0.4702297954,-1.907850221,1219.69047566,54.6961640014,1.4094871466,1.441025685,0.0364310357,-7.1087321579,5.7068493151,0.3251699219,6.938888842
149,159.8571428571,29.389436,8.4678497505,2.5969838055,0.551475065,-2.1987107038,1253.9962972,44.1976411617,1.4142856768,1.6535714865,0.0366161467,-5.9945770065,4.9086757991,0.3211327565,7.176111081
150,169.4117647059,3.711328,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1173.33333333,39.5750007629,1.4219999552,2.0200000763,0.0394716271,-6,5,0.2904140999,8.176851654
151,111,13.269235,8.5930709904,2.6238352123,0.5643299818,-2.1922728263,1286.66071429,42.8028713286,1.4099999666,1.4500000477,0.0347458882,-5.9928571429,4.9973958333,0.2948442446,7.300992093
152,122.5,41.226613,8.16315985,2.689188233,0.5253669341,-2.0327136733,1285.1569458,41.8808215589,1.4134999633,1.616250056,0.0370542954,-5.7735849057,4.9081632653,0.3158444799,7.745486183
153,119.0909090909,15.74888,8.4735907768,2.6910070721,0.5430380882,-2.1356411564,1284.46353912,42.7520198822,1.4124999642,1.5687500536,0.0363739484,-5.9135802469,4.8804347826,0.3118150185,7.701215362
154,145.6666666667,8.477758,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1233.37224121,39.3867462282,1.4099999666,1.4500000477,0.0344373154,-6,5,0.320056323,7.553333358
155,90,1.222916,8.5980326778,2.6793443727,0.5643299818,-2.1788795102,1550.277771,39.5072951847,1.4099999666,1.4500000477,0.0335269623,-5.9166666667,5,0.3139001876,7.548611068
156,370,9.385709,4.2942614145,1.3827311642,0.1599477157,-0.8186158978,1173.47840712,59.5088382609,1.4059999704,1.3380000353,0.0411931118,-5.9765100671,5.8888888889,0.3411363158,7.894135708
157,232.5,12.590463,3.8676825016,1.5420397206,0.2130301591,-0.9621722732,1208.24406215,42.6291964588,1.4130768868,1.5961539012,0.038272536,-6,4.9760638298,0.3164903161,7.948412868
158,232.5,18.17217,8.2600878034,2.5476045043,0.5420662325,-2.1055915294,1262.78085666,42.3922887185,1.4099999666,1.4500000477,0.0426126198,-6,4.8861940299,0.3889877294,8.642438252
159,277.5,26.245421,7.3734324,2.345244183,0.4744687774,-1.8665456299,1227.67776855,42.5552301078,1.4114285367,1.517857194,0.0425779035,-6,4.9024064171,0.3745460863,8.805888855
160,105.9565217391,5.806503,7.4385441,2.4046101531,0.4917391508,-2.0910696262,1248.14353434,40.9242248535,1.4133332968,1.608333389,0.0360510156,-5.8021978022,4.9534883721,0.2980959093,7.422222137
161,150.3,13.948006,8.4488047821,2.5928510812,0.5521543665,-2.1986390827,1227.53634878,42.8356256485,1.4139999628,1.6400000572,0.038338354,-6,4.8862559242,0.3120843192,8.005128126
162,134.75,61.037478,8.1268580676,2.517688878,0.5251540235,-2.0834855145,1241.05648804,45.8066291621,1.4113558975,1.5420339512,0.0363165062,-6,5.0180798005,0.323516564,7.330787022
163,133.4615384615,22.949245,8.5794744922,2.6207225306,0.5611111265,-2.1887334221,1204.66556152,41.7554134238,1.4099999666,1.4500000477,0.0375293454,-6,4.9003115265,0.3117144173,7.422333252
164,68,5.15904,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1338.82405599,39.5750007629,1.4099999666,1.4500000477,0.0330633179,-6,5,0.2721163601,7.133796437
165,249.0909090909,113.750611,8.4472107822,2.6386703335,0.5525661493,-2.1640966702,1310.07686957,42.4878420658,1.4103539486,1.4668142078,0.035685407,-5.9625638117,4.9362459547,0.3002193257,7.182303675
166,81.25,19.033785,8.5291822766,2.6000525212,0.6076012981,-2.1874839205,1330.40123834,43.4039914542,1.4110525972,1.5000000502,0.0352899237,-6,4.8536036036,0.3018878384,7.093827184
167,148.3333333333,59.232847,7.5075485416,2.3753460617,0.4826016415,-1.910172552,1218.84574236,44.6321451294,1.4126315431,1.5989474246,0.0366012788,-6.4065217391,5.0794016111,0.3197164983,6.872569479
168,144,84.207762,7.4261444105,2.3576146639,0.4777182392,-1.9084294128,1209.92514113,45.4750772511,1.4121428217,1.6261905347,0.036490731,-6.4631901841,5.1306865178,0.3171931909,6.950745261
169,220.9090909091,45.549086,7.3796677445,2.346962258,0.4769819786,-1.8960645577,1205.42933721,46.0114480081,1.4127659214,1.6165958009,0.0355382073,-6.6345609065,5.1390625,0.3092778024,6.868840607
170,609.0909090909,0.524733,1.4700000286,1.1100000143,0.0124999997,1.2041200399,853.805463351,143.402999878,1.6183820524,0.4759947079,0.0202196086,-3.5,20,0.3506047104,10.24379462
171,445,29.508409,4.4121469928,1.7517913503,0.0339846722,-1.8651042512,942.843518066,120.41973424,1.3903845915,1.4519231228,0.0429741118,-5.8766519824,10.1307506053,0.3273732724,8.013425954
172,414.5454545455,7.476507,6.1413789092,1.6800534954,0.0133973215,-1.8409128563,932.465270996,187.927143586,1.3587500006,1.1425000429,0.0446043012,-5.593220339,18.5263157895,0.3243525699,7.971180725
173,342.7272727273,9.847199,11.9098783262,1.5349339636,0.020219388,-1.8202968709,925.4777771,185.158083783,1.3663636338,1.0927273143,0.044839051,-5.2870967742,18.8648648649,0.3314057832,8.026389083
174,231.6666666667,46.061295,10.7573466108,1.659610411,0.2411675936,-0.5679874367,1006.009257,87.3415018473,1.6095555597,1.6733333627,0.0251200678,-3.7216783217,12.3648351648,0.310990618,9.106666632
175,368.6666666667,4.488409,2.2278841378,1.773607981,0.067377418,-1.8978135389,853.777783203,93.3292116605,1.4099999666,1.5250000358,0.0421509368,-6.0555555556,4.9538461539,0.3531954944,8.18944458
176,157.5,15.695029,6.6999366719,2.3156357498,0.4045925204,-1.8573064607,1306.65925293,39.4642098167,1.4142856768,1.6535714865,0.0353729335,-6.8831967213,5,0.2885196805,6.253148117
177,190,40.044398,7.9310983539,2.5007836267,0.4760081097,-1.9896409976,1223.96409644,40.9752828661,1.4142104889,1.6500000577,0.0357970672,-7.0385232745,5.0494505495,0.3041257687,6.826219493
178,292.5,66.855879,9.830987433,2.6439067021,0.4535965423,-1.9684272636,1159.80597756,44.9068188527,1.3904687148,1.5681250542,0.0367281076,-6.6335583414,5.1614130435,0.3091813021,7.147937699
179,114,8.725723,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1021.03612671,95.8973096591,1.3562499881,1.4525000304,0.0404015978,-6.0597014925,5.9053030303,0.3219307773,8.18222229
180,148.4615384615,9.565421,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1015.40279134,102.882427634,1.3588888778,1.4100000329,0.0402027181,-6.0675675676,7.2568493151,0.3221096165,8.206250063
181,153.1666666667,19.425143,9.6449481051,2.5155648737,0.5301438181,-2.0657924764,1067.73099879,46.4870240998,1.4099999666,1.4050000429,0.0380912458,-5.995049505,4.904109589,0.3350315005,7.954093611
182,154,5.339378,7.9838959928,2.4919667001,0.5116014504,-2.1968907315,1147.65275065,69.6961126083,1.3679999828,1.5360000372,0.0344014177,-6,4.6075949367,0.282296598,7.711574173
183,150.9090909091,0.606136,8.5065078243,2.6058731287,0.5643299818,-2.145260616,1016.53203795,197.177993774,1.3969412895,0.7904683949,0.044918647,-6,20,0.3385778719,8.595174898
184,159,9.400111,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1051.89443359,93.2969459534,1.4118181467,1.3681818572,0.0408844383,-6,5.690647482,0.297883004,8.461944427
185,134.1428571429,18.302414,8.6160927818,2.6291695133,0.5643299818,-2.1974231016,1073.19998169,76.30611301,1.3988234997,1.4352941583,0.0403313069,-6,3.1399253731,0.2983759532,8.255138855
186,202,14.314318,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1126.10119629,68.4076603379,1.4085713966,1.4935714773,0.0360891815,-6,5.8403755869,0.3074920944,7.897420719
187,178.5,6.861605,7.9108930297,2.6230601217,0.4824031478,-1.9727208483,1235.31481934,41.6457760877,1.4133332968,1.608333389,0.0338172805,-7.7333333333,5,0.2972893843,6.864814694
188,204.6666666667,14.905425,4.2360559221,1.6639374165,0.2218572658,-1.0479208439,1252.98612213,52.1033487009,1.4099999666,1.5021429062,0.034811666,-5.9805194805,5.5460829493,0.3074262617,7.542708253
189,152.7272727273,9.599234,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1218.96211381,42.0530236653,1.418888847,1.8722222911,0.0360735696,-6.357615894,4.9676258993,0.3389762408,6.743939451
190,197.375,8.076381,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1112.06172689,66.6216117457,1.4162499607,1.6312500536,0.0407823153,-6,4.1313559322,0.3056885941,8.233950636
191,127.5,1.405133,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1079.73960522,89.1199486142,1.4199999571,1.9250000715,0.0410021544,-6,4.5454545455,0.3532907069,8.177748012
192,276.2,40.475205,5.5248693354,1.9009143049,0.3153058883,-1.3442866857,1218.69792175,60.1515612472,1.4087499678,1.566250056,0.0364732568,-5.9530254777,5.7555366269,0.3259715319,7.679513816
193,218.8888888889,19.853445,8.0430024147,2.5061210117,0.5160963502,-2.027076103,1168.08040579,42.154928018,1.4129999638,1.5925000548,0.0381016822,-7.5344262295,4.9745762712,0.3438266265,7.348099437
194,182.4,1.405133,5.489219794,1.9132624755,0.2844428481,-1.3842865449,1274.05091873,39.5750007629,1.4099999666,1.4500000477,0.0334459698,-6.6956521739,5,0.2828644667,6.687973259
195,149.6666666667,11.379444,7.9171151339,2.7053738777,0.4835868519,-1.9524942861,1240.92733999,39.5750007629,1.4118181467,1.5363636884,0.0342772522,-7.6914285714,4.9878048781,0.2876083434,6.48867522
196,228,49.599174,5.5361508185,1.9441554065,0.334797798,-1.4050459442,1194.58956971,41.8498382299,1.412083298,1.548958386,0.0362588442,-6.859922179,4.9374120956,0.3211637953,7.092290294
197,183,0.67251,48.2000007629,0.6999999881,0.0500000007,-1.6126102209,1041.98472233,68.1113021851,1.4099999666,2.1300001144,0.0334196407,-6,6.5,0.332619691,7.098531738
198,179.625,3.549775,5.7799999312,1.9798315295,0.3382672969,-1.4599816561,1252.2013855,41.0528329441,1.4099999666,1.4500000477,0.0333887078,-6,4.9903846154,0.2957701534,7.583333206
199,149.7692307692,9.537243,3.5551037027,1.4842427707,0.1664246757,-0.8770856599,1290.05051491,40.9200965828,1.4124999642,1.5687500536,0.0325618427,-5.9896551724,4.9724137931,0.3015149415,7.350252463
200,165.8333333333,16.345623,8.4632292459,2.5941102037,0.5530571974,-2.158472769,1214.22220866,43.3493383408,1.4174999595,1.8062500656,0.0363556796,-6.6770428016,4.9600840336,0.3088707998,6.792284011
201,214.8571428571,13.131477,8.6199998856,2.6300001144,0.5643299818,-2.1992828846,1033.0908869,157.378410222,1.4049999714,0.9983333548,0.0435984879,-6,14.8826530612,0.3174769833,8.623232338
202,226.625,8.075755,4.4115241168,1.6665427977,0.2674799915,-1.1037436748,1205.77469889,56.1541872806,1.4085713966,1.4171429021,0.0357957832,-6,5.5247933884,0.303190466,7.599382782
203,492.8571428571,5.073255,35.0100812008,0.8157258019,0.0409210531,-0.8175653892,1147.75,91.4565537942,1.3279999971,0.9980000019,0.0407782108,-3.79375,5.8851351351,0.3355022907,8.456481425
204,458.75,9.103931,4.6660812799,0.9888583972,0.0312307686,-0.4408193933,876.0527771,80.6050033569,1.6162500083,2.0099999905,0.0438313045,-4.8518518519,5.5,0.317015022,8.391666717
205,344,1.648714,1.7192307802,1.1592307733,0.0271428568,0.6837190206,886.569458008,69.8939971924,1.7300000191,2.0750000477,0.0164055634,-3.5,20,0.3450330599,9.720833206
206,205,1.152159,1.5624561394,1.0142982466,0.0299999993,-0.3620818827,1193.16171894,92.5325012207,1.3831965999,1.1781332472,0.0383190094,-5,5,0.3409622471,8.55495699
207,755.5555555556,2.137755,5.0643661492,2.4301409285,0.4447584311,-3.6770976564,997.13885498,176.479707429,1.3999999762,0.7400000095,0.0445096483,-5.8285714286,15.46875,0.3564262837,8.265277862
208,835,0.667501,1.8634285723,1.1877142838,0.0299999997,0.3826298594,813.218259949,71.8640975952,1.7300000191,2.1800000668,0.0242313897,-6,20,0.371831341,10.16388854
209,645.75,3.858479,1.4700000286,1.1100000143,0.0161403505,1.2041200399,852.215286255,137.010912688,1.7150000334,1.3400000334,0.0187301215,-3.5476190476,20,0.3248005311,10.20763874
210,495.375,0.950531,3.7326582112,1.5910127042,0.1337849958,0.127093798,839.777770996,81.2030745286,1.4813571421,5.5865547206,0.0196047338,-4.1875,20,0.3348555267,10.30555534
211,133.9365079365,93.208375,5.4372121483,1.9109743308,0.3181432278,-1.5180226758,933.355115717,76.6105830134,1.2251110845,1.1522222466,0.0336480378,-3.9193324061,4.6026645768,0.3591769313,9.510321963
212,222.3333333333,310.753443,5.8897883738,2.0048449398,0.3547238593,-1.4921855614,850.021167031,78.7279120721,1.4754635609,1.5360265193,0.0343947867,-4.0680921736,5.2049544546,0.3421903897,9.366961417
213,195,18.983065,1.8872908899,1.0933876926,0.0468726968,-0.5166351826,759.204248765,74.8680224502,1.4216666354,1.3083333671,0.0363219022,-4.7448979592,4.5528169014,0.3495609817,9.668790974
214,158.2,364.123431,8.1063047011,2.515121322,0.531463692,-2.0882508973,982.944442749,59.2112758628,0.4189100746,0.4398092701,0.0358631302,-1.4465899026,4.4748427673,0.3842851147,7.977957789
215,169.5551724138,613.793686,7.9783607143,2.4812025623,0.5197936181,-2.0329466135,967.250934228,59.0009915684,0.6669706694,0.7111563692,0.0367367434,-2.4123581337,4.6855918586,0.3772515913,8.233688721
216,513.8333333333,1279.479591,7.8748607722,2.3681999824,0.4167392935,-1.6024840173,944.504945687,60.8243738229,0.3505973548,0.3801784426,0.0379996236,-1.2735739818,4.7605515588,0.3779472716,8.425190249
217,89.472972973,22.419503,2.0339999914,1.1222500086,0.0679308314,-0.4848329231,986.60984941,74.0987014771,1.4627272541,1.5536363992,0.038918025,-4.0377906977,4.5,0.3665786684,8.662247467
218,108.6442307692,6.793978,6.846073473,2.6923383036,0.3290344453,-1.8661290278,1143.71113281,89.1157938136,1.3814285483,1.478571466,0.043131246,-5.25,6.6844660194,0.3523452096,8.145555572
219,445.0606060606,0.201171916,2.9279999256,1.3979999542,0.0575000001,-1.8402259231,543.250683191,143.559488626,1.3899999857,0.6499999762,0.0260202068,0,7.2979935496,0.3541144395,9.616595484
220,435.606557377,0.5532639746,1.9559999943,1.2059999943,0.0344444443,0.1893380523,544.596441997,150.168106492,1.3899999857,0.6499999762,0.0235777702,0,7.4050357652,0.3340259276,9.622868024
221,249.7222222222,13.7861702578,2.0135976511,1.1886123326,0.1409843975,0.3798570887,650.244445801,173.435142812,1.5324999988,1.2758333584,0.0272410636,-3.7359813084,20,0.3575738609,9.363333333
222,182,10.5034213574,20.064143115,1.5272952611,0.5202665349,-1.202355563,829.050006104,83.3900096416,1.5890909325,1.0200000026,0.0359987956,-4.8878787879,5.5754716981,0.2977011472,8.136111068
223,182.3235294118,51.948575,12.9473931668,1.5378617328,0.2637492423,-2.2113818608,857.427770996,92.46251297,0.213962267,0.150000002,0.0360528527,-0.5712515489,6.3703703704,0.3207968996,8.148333129
224,137.3513513514,15.6131972617,18.0645787478,1.5836813753,0.3283856336,-1.1910013182,836.810170492,84.6280869756,1.6460000118,1.4086666981,0.032996104,-5.1591836735,5.7822222222,0.3168595892,8.322453626
225,132,15.6131973105,18.0645787478,1.5836813753,0.3283856336,-1.1910013182,836.810170492,84.6280869756,1.6460000118,1.4086666981,0.032996104,-5.1591836735,5.7822222222,0.3168595892,8.322453626
226,229.7230769231,100.049942,5.4048005578,3.1588036061,0.057212973,-2.0058415216,891.723151652,112.803580289,0.3505050522,0.213131311,0.0390969391,-0.9679075738,7.5757575758,0.3421261078,7.82523145
227,267.25,6.6387187793,4.4089562269,2.1911951264,0.0338839576,-2.5406579075,912.394458008,106.555235121,0.6828571558,0.5699999843,0.0365589803,-5.9230769231,6.8571428571,0.301597178,7.709444427
228,178.8571428571,2.4874721231,1.7542509724,1.1866396794,0.0234242417,-1.1557273884,796.907409668,80.6050033569,1.4950000048,1.0750000179,0.0397913899,-6.2857142857,5.5862068966,0.3309017718,7.520370229
229,212.9436619718,16.703794,1.9279606855,1.0010810931,0.0911090542,-1.8769360486,967.638894474,92.2109046004,1.4470587969,1.5194118093,0.0314384958,-6.390625,6.4778761062,0.3151093405,6.354575101
230,233.8965517241,16.301791,1.9139207023,0.959383271,0.086989997,-1.8856259379,967.638894474,92.3713570354,1.4470587969,1.5194118093,0.0314652795,-6.352,6.4796380091,0.3151093405,6.354575101
231,189.7,14.490899,2.1633402775,0.7376339764,0.0832208032,-1.8467467731,1017.19675191,96.4536130996,1.4785714064,1.6064286232,0.0282257601,-4.5955555556,6.6842105263,0.297817421,5.760416603
232,81.2054794521,3.0132334668,2.6354152604,1.9885049269,0.7035781808,-1.2561439253,980.236083984,100.260589337,0.7739810348,9.1325002909,0.0292446001,-7,6.625,0.2854950577,5.740277671
233,108.1219512195,7.6471732578,2.8218039098,1.5306666981,0.1851051284,-1.6459210291,968.524307251,103.26233999,1.2937034369,6.1514287676,0.0308332353,-6.4537815126,6.7548076923,0.3045629561,6.183333349
234,160.1587301587,26.4348401328,4.0419101298,1.4416232947,0.221282637,-0.7238347339,839.849543254,96.3462003491,1.4121428217,1.353571466,0.0360973918,-5.6859903382,6.3427109974,0.3253811073,8.214814853
235,381.375,0.705697,3.5277465733,1.6973239419,0.0070000002,-2.5846209106,658.375620187,107.314367121,1.6000000238,0.6999999881,0.0355637109,-6,6.5,0.3447776978,9.378624532
236,521.3333333333,2.167811,1.4494175037,1.0977670041,0.0193749996,1.1985852452,598.208343506,184.914517556,1.5550000072,1.5200000405,0.0275348821,-6,14.3548387097,0.3662879467,9.395833206
237,494.3333333333,1.455226,1.4700000286,1.1100000143,0.0199999996,1.2041200399,599.736398777,184.574501038,1.4398002828,0.9769773455,0.0281109652,-6,12.2619047619,0.3373474092,9.400338496
238,622.625,77.4874788828,1.042284283,0.7608667586,0.1069218461,0.9212592008,667.80382309,103.851885895,1.6247454118,3.0500000761,0.0199486019,-3.8180314309,18.3920817369,0.2843417374,9.263020877
239,241.3642384106,42.309266,3.4236843737,1.3957142634,0.0613755652,-2.477454736,759.220412977,195.886141585,0.0343902431,0.0241463417,0.0401017477,-0.0271903323,18.5030414419,0.3536380856,7.941000928
240,181.8958333333,2.288037,3.6703477694,1.3956086605,0.854085189,-1.3189280811,656.770072767,139.479737345,0.9654926062,19.9500007629,0.0341039766,-4.4444444444,7.9166666667,0.2917681783,9.287354941
241,560.8904109589,0.839072,1.4700000286,1.1100000143,0.0199999996,1.2041200399,643.366054363,132.680200195,1.3799999952,1.2599999905,0.0208493949,-4.1666666667,20,0.2884792339,9.391863908
242,364.25,0.620538,1.4700000286,1.1100000143,0.0199999996,1.2041200399,658.960500131,150.231994629,1.6909806224,2.1635025975,0.019901947,-4,7.5,0.2281137399,9.398916907
243,464.5,0.510331,1.4700000286,1.1100000143,0.0199999996,1.2041200399,667.901190302,150.231994629,1.7298683498,1.9688852288,0.0203385977,-4.0714285714,7.5,0.345393778,9.259624582
244,239.9166666667,1.773322,1.4700000286,1.1100000143,0.0183999996,1.2041200399,648.527770996,150.231994629,1.5033333302,1.4033333461,0.0195880074,-3.6071428571,7.5,0.2974235117,9.4
245,313.25,0.585472,2.8389795994,1.2153061239,0.4647614434,0.5779803505,651.209087235,150.231994629,1.3997142618,1.1685713851,0.0232250607,-3.5,7.5,0.3349966205,9.376959644
246,451.1935483871,1.68691,1.4700000286,1.1100000143,0.0183333329,1.2041200399,676.777770996,150.231994629,1.7300000191,1.9700000286,0.0273365068,-3.5714285714,7.5,0.3409686593,9.22361145
247,502.3333333333,3.011267,1.4700000286,1.1100000143,0.0160975606,1.2041200399,676.453694661,150.231994629,1.7300000191,1.9700000286,0.025202499,-3.1326530612,7.5,0.3124745588,9.227778116
248,473,2.821536,1.4700000286,1.1100000143,0.016410256,1.2041200399,676.453694661,150.231994629,1.7300000191,1.9700000286,0.025202499,-3.1777777778,7.5,0.3124745588,9.227778116
249,334.8888888889,9.272372,1.4682421513,1.1089552381,0.0130827065,1.2036473336,676.628778631,142.811970425,1.7300000191,1.9700000286,0.0234194969,-3.0590277778,8.8333333333,0.25909466,9.230555863
250,527.1,11.127096,1.4619391919,1.1052091396,0.0142549997,1.2019524207,677.321751912,127.108351556,1.7300000191,1.9700000286,0.0233075856,-3.2063953488,8.9900990099,0.2763196938,9.228009541
251,344.85,0.633687,1.4413513791,1.0929729866,0.0119999997,1.196416204,675.344792023,133.731662114,1.7300000191,1.9700000286,0.0226542708,-3.6111111111,7.5,0.3542547364,9.229384285
252,294,1.704443,1.4700000286,1.1100000143,0.0185185181,1.2041200399,675.055541992,150.231994629,1.7300000191,1.9700000286,0.020702113,-3.5384615385,7.5,0.2889029682,9.23611145
253,508.3666666667,0.93425,4.7530158512,1.362539666,1.6902546728,-0.2974556968,632.333312988,66.2565002441,1.7326843744,2.1495804834,0.0228501442,-3.5,12,0.3357952535,9.458333587
254,1321.6666666667,6.927353,1.6655219097,1.1093434458,0.1401635682,1.0926597666,676.43056488,121.361800693,1.5094177723,5.8628573077,0.0219032716,-4.9906542056,12.5352941176,0.3123549372,9.227777671
255,509.5,32.771397,3.981498222,1.3864068066,1.0931059573,0.03099692,652.686637878,119.401466625,1.6288439216,3.2457576593,0.0237219601,-5.2885375494,13.1807387863,0.3179272237,9.349999952
256,279,1.213524,2.4948333462,1.188833338,0.409166263,0.7353849113,673.652770996,93.7180023193,1.7285057785,1.966157696,0.0221152107,-4.2619047619,20,0.3306246996,9.4125
257,360.6219512195,2.5126301231,1.4700000286,1.1100000143,0.0199999996,1.2041200399,640.388885498,137.097516859,1.4866666794,0.880000035,0.0254336845,-4.0394736842,16.75,0.3522122502,9.545833206
258,304.1666666667,0.988101,1.4700000286,1.1100000143,0.0199999996,1.2041200399,642.839569127,98.8856451852,1.7300000191,1.9700000286,0.0277178554,-4,18.1666666667,0.3452402683,9.30813945
259,67.7422680412,10.8103769023,3.3637542969,2.632305879,0.1908274476,-1.8318600306,1031.58053589,102.136252543,1.6100000382,0.9960000038,0.0318647846,-7.2882352941,6.5290322581,0.2974733439,6.83222229
260,54.7272727273,1.9033053145,1.5910053354,2.0714285361,0.0711520027,-0.7781508628,1081.77779134,102.022003174,1.498892129,1.9325573562,0.0244093329,-7.8064516129,6.5,0.3084855676,4.418518447
261,96.3333333333,8.5360831582,1.7196944804,1.3892831817,0.0293309845,-1.1935315275,1008.3666687,99.5802949889,1.568749994,2.0600000024,0.0260757771,-7.8507462687,6.55,0.3105309792,5.42083332
262,158.5,11.927346,2.5526711423,1.4015024963,0.0299954033,-1.1182662939,1012.408735,100.390673792,1.4624999762,1.7350000143,0.0262376714,-7.8404255319,6.5359281437,0.2982461269,5.436309514
263,190.2105263158,11.2174986738,2.9108167307,1.9858076337,0.119114421,-1.2161312738,990.380554199,100.280204005,1.2479891436,6.0471430506,0.0285474861,-7.8362573099,6.5158227848,0.2953015206,5.929722213
264,631.4675324675,11.2174986738,2.9108167307,1.9858076337,0.119114421,-1.2161312738,990.380554199,100.280204005,1.2479891436,6.0471430506,0.0285474861,-7.8362573099,6.5158227848,0.2953015206,5.929722213
265,139.8571428571,11.2174986348,2.9108167307,1.9858076337,0.119114421,-1.2161312738,990.380554199,100.280204005,1.2479891436,6.0471430506,0.0285474861,-7.8362573099,6.5158227848,0.2953015206,5.929722213
266,107.8169014085,5.9441191231,4.6079062625,1.5910050476,0.1103662748,-1.5100570656,959.990743001,101.717665183,1.3285714218,1.5742857286,0.0295911874,-7.9450549451,6.5,0.3151681821,6.330555407
267,111,5.2655076231,4.0852372452,1.470265675,0.0969999963,-1.5199538302,955.277783203,101.791018442,1.2616666555,1.4733333389,0.0298076577,-7.9382716049,6.5,0.3121188164,6.377222061
268,86.1666666667,13.951137,3.8847896474,2.4284291762,0.2140825925,-1.9097964802,1024.08926392,98.2609909367,1.5528571606,1.1257143021,0.0315648735,-7.3504672897,6.3825,0.3085285425,6.897023882
269,86.3968253968,5.1545363574,2.1280769151,1.9569231044,0.1935263076,-2.229552839,974.194445801,101.561813973,1.5166666508,1.6933333874,0.0320875021,-7.7108433735,6.5197368421,0.317324566,6.098333282
270,153.914893617,27.725068,3.5837895556,1.7306376399,0.1639546975,-1.7010468667,990.420127869,101.427099905,0.4064945834,2.8428572331,0.0299638034,-3.1990740741,6.811827957,0.3199463582,6.196527767
